X=0, Y=0, distance between=0.0
X=13, Y=29, distance between=0.000424986150005
X=13, Y=30, distance between=0.000440164226791
X=13, Y=31, distance between=0.00147986248662
X=13, Y=32, distance between=8.34794223223e-05
X=13, Y=33, distance between=0.000174547883038
Best distance for picture 14 was 4.55342303577e-05 at Y = 13
X=14, Y=0, distance between=0.00147986248662
X=14, Y=1, distance between=0.000652657301793
X=14, Y=2, distance between=9.86574991082e-05
X=14, Y=3, distance between=1.51780767859e-05
X=14, Y=4, distance between=7.58903839293e-06
X=14, Y=5, distance between=0.000819616146438
X=14, Y=6, distance between=0.00051605461072
X=14, Y=7, distance between=0.000349095766075
X=14, Y=8, distance between=0.000432575188398
X=14, Y=9, distance between=7.58903839295e-05
X=14, Y=10, distance between=3.79451919647e-05
X=14, Y=11, distance between=0.00220841017235
X=14, Y=12, distance between=0.000531232687506
X=14, Y=13, distance between=0.000576766917864
X=14, Y=14, distance between=0.0
X=14, Y=15, distance between=0.00033391768929
X=14, Y=16, distance between=0.000311150574111
X=14, Y=17, distance between=7.58903839295e-05
X=14, Y=18, distance between=0.000576766917864
X=14, Y=19, distance between=0.000197314998217
X=14, Y=20, distance between=6.07123071437e-05
X=14, Y=21, distance between=0.000455342303577
X=14, Y=22, distance between=0.000106246537501
X=14, Y=23, distance between=0.000159369806252
X=14, Y=24, distance between=0.000538821725899
X=14, Y=25, distance between=0.000576766917864
X=14, Y=26, distance between=0.000812027108045
X=14, Y=27, distance between=0.000371862881254
X=14, Y=28, distance between=0.000857561338403
X=14, Y=29, distance between=0.000151780767859
X=14, Y=30, distance between=0.000136602691073
X=14, Y=31, distance between=0.000903095568761
X=14, Y=32, distance between=0.000660246340186
X=14, Y=33, distance between=0.000751314800902
Best distance for picture 15 was 7.58903839293e-06 at Y = 5
X=15, Y=0, distance between=0.00181378017591
X=15, Y=1, distance between=0.000986574991083
X=15, Y=2, distance between=0.000432575188398
X=15, Y=3, distance between=0.000349095766076
X=15, Y=4, distance between=0.000341506727683
X=15, Y=5, distance between=0.00115353383573
X=15, Y=6, distance between=0.00084997230001
X=15, Y=7, distance between=0.000683013455365
X=15, Y=8, distance between=0.000766492877687
X=15, Y=9, distance between=0.00025802730536
X=15, Y=10, distance between=0.000371862881254
X=15, Y=11, distance between=0.00187449248306
X=15, Y=12, distance between=0.000865150376796
X=15, Y=13, distance between=0.000910684607153
X=15, Y=14, distance between=0.00033391768929
X=15, Y=15, distance between=0.0
X=15, Y=16, distance between=0.0006450682634
X=15, Y=17, distance between=0.00025802730536
X=15, Y=18, distance between=0.000242849228574
X=15, Y=19, distance between=0.000136602691073
X=15, Y=20, distance between=0.000273205382146
X=15, Y=21, distance between=0.000789259992866
X=15, Y=22, distance between=0.000227671151788
X=15, Y=23, distance between=0.000493287495541
X=15, Y=24, distance between=0.000204904036609
X=15, Y=25, distance between=0.000242849228574
X=15, Y=26, distance between=0.000478109418755
X=15, Y=27, distance between=0.000705780570544
X=15, Y=28, distance between=0.000523643649113
X=15, Y=29, distance between=0.000485698457149
X=15, Y=30, distance between=0.000470520380363
X=15, Y=31, distance between=0.000569177879471
X=15, Y=32, distance between=0.000994164029476
X=15, Y=33, distance between=0.00108523249019
Best distance for picture 16 was 0.000136602691073 at Y = 20
X=16, Y=0, distance between=0.00116871191251
X=16, Y=1, distance between=0.000341506727683
X=16, Y=2, distance between=0.000212493075002
X=16, Y=3, distance between=0.000295972497325
X=16, Y=4, distance between=0.000303561535718
X=16, Y=5, distance between=0.000508465572327
X=16, Y=6, distance between=0.00020490403661
X=16, Y=7, distance between=3.79451919648e-05
X=16, Y=8, distance between=0.000121424614287
X=16, Y=9, distance between=0.00038704095804
X=16, Y=10, distance between=0.000273205382146
X=16, Y=11, distance between=0.00251956074646
X=16, Y=12, distance between=0.000220082113395
X=16, Y=13, distance between=0.000265616343753
X=16, Y=14, distance between=0.000311150574111
X=16, Y=15, distance between=0.0006450682634
X=16, Y=16, distance between=0.0
X=16, Y=17, distance between=0.00038704095804
X=16, Y=18, distance between=0.000887917491975
X=16, Y=19, distance between=0.000508465572327
X=16, Y=20, distance between=0.000371862881254
X=16, Y=21, distance between=0.000144191729466
X=16, Y=22, distance between=0.000417397111612
X=16, Y=23, distance between=0.000151780767859
X=16, Y=24, distance between=0.00084997230001
X=16, Y=25, distance between=0.000887917491975
X=16, Y=26, distance between=0.00112317768216
X=16, Y=27, distance between=6.07123071436e-05
X=16, Y=28, distance between=0.00116871191251
X=16, Y=29, distance between=0.000159369806252
X=16, Y=30, distance between=0.000174547883038
X=16, Y=31, distance between=0.00121424614287
X=16, Y=32, distance between=0.000349095766075
X=16, Y=33, distance between=0.000440164226791
Best distance for picture 17 was 3.79451919648e-05 at Y = 8
X=17, Y=0, distance between=0.00155575287055
X=17, Y=1, distance between=0.000728547685723
X=17, Y=2, distance between=0.000174547883038
X=17, Y=3, distance between=9.10684607154e-05
X=17, Y=4, distance between=8.34794223225e-05
X=17, Y=5, distance between=0.000895506530368
X=17, Y=6, distance between=0.00059194499465
X=17, Y=7, distance between=0.000424986150005
X=17, Y=8, distance between=0.000508465572327
X=17, Y=9, distance between=0.0
X=17, Y=10, distance between=0.000113835575894
X=17, Y=11, distance between=0.00213251978842
X=17, Y=12, distance between=0.000607123071436
X=17, Y=13, distance between=0.000652657301793
X=17, Y=14, distance between=7.58903839295e-05
X=17, Y=15, distance between=0.00025802730536
X=17, Y=16, distance between=0.00038704095804
X=17, Y=17, distance between=0.0
X=17, Y=18, distance between=0.000500876533934
X=17, Y=19, distance between=0.000121424614287
X=17, Y=20, distance between=1.51780767859e-05
X=17, Y=21, distance between=0.000531232687506
X=17, Y=22, distance between=3.03561535717e-05
X=17, Y=23, distance between=0.000235260190181
X=17, Y=24, distance between=0.00046293134197
X=17, Y=25, distance between=0.000500876533934
X=17, Y=26, distance between=0.000736136724116
X=17, Y=27, distance between=0.000447753265184
X=17, Y=28, distance between=0.000781670954473
X=17, Y=29, distance between=0.000227671151788
X=17, Y=30, distance between=0.000212493075002
X=17, Y=31, distance between=0.000827205184831
X=17, Y=32, distance between=0.000736136724116
X=17, Y=33, distance between=0.000827205184831
Best distance for picture 18 was 1.51780767859e-05 at Y = 21
X=18, Y=0, distance between=0.00205662940449
X=18, Y=1, distance between=0.00122942421966
X=18, Y=2, distance between=0.000675424416972
X=18, Y=3, distance between=0.00059194499465
X=18, Y=4, distance between=0.000584355956257
X=18, Y=5, distance between=0.0013963830643
